,Transaction ID,Date of Travel,Company,City,KM Travelled,Price Charged,Cost of Trip,Customer ID,Payment_Mode,Customer_gender,Customer_age,Income (USD/Month)
63,10000069,08-01-2086,Pink Cab,DALLAS TX,22.4,175.8,246.4,24144,Cash,Male,52,21243
64,10000070,03-01-2086,Pink Cab,DENVER CO,7.02,61.3,82.836,30718,Cash,Male,52,20255
65,10000071,07-01-2086,Pink Cab,DENVER CO,28.6,220.26,331.76,30769,Cash,Male,51,33152
66,10000072,12-01-2086,Pink Cab,DENVER CO,3.84,34.98,45.312,31634,Card,Male,47,2880
67,10000073,08-01-2086,Pink Cab,DENVER CO,12.84,115.9,132.252,30725,Cash,Male,29,4437
68,10000074,03-01-2086,Pink Cab,LOS ANGELES CA,46.0,997.84,542.8,8693,Card,Male,21,15024
69,10000075,07-01-2086,Pink Cab,LOS ANGELES CA,36.04,666.08,410.856,8354,Cash,Male,48,12229
70,10000076,04-01-2086,Pink Cab,LOS ANGELES CA,31.92,685.42,344.736,8953,Cash,Male,38,10973
71,10000077,04-01-2086,Pink Cab,LOS ANGELES CA,25.76,570.08,301.392,7409,Cash,Male,18,7182
72,10000078,04-01-2086,Pink Cab,LOS ANGELES CA,4.75,92.04,55.1,8448,Card,Male,62,7002
73,10000079,04-01-2086,Pink Cab,LOS ANGELES CA,17.85,383.29,205.275,7598,Cash,Male,33,10791
74,10000080,10-01-2086,Pink Cab,LOS ANGELES CA,29.29,591.55,339.764,7475,Card,Male,52,21930
75,10000081,08-01-2086,Pink Cab,LOS ANGELES CA,23.52,443.65,256.368,8197,Card,Male,27,18995
76,10000082,10-01-2086,Pink Cab,LOS ANGELES CA,10.8,205.77,119.88,8159,Card,Male,40,12634
77,10000083,07-01-2086,Pink Cab,LOS ANGELES CA,9.6,168.28,112.32,8543,Cash,Male,39,20564
78,10000084,04-01-2086,Pink Cab,LOS ANGELES CA,45.63,1021.72,492.804,8702,Cash,Male,20,3795
79,10000743,03-01-2086,Yellow Cab,LOS ANGELES CA,4.56,113.97,62.928,8702,Card,Male,20,3795
80,10000085,10-01-2086,Pink Cab,LOS ANGELES CA,43.7,749.36,502.55,8661,Card,Male,46,31986
81,10000086,13-01-2086,Pink Cab,LOS ANGELES CA,21.42,424.45,257.04,8624,Cash,Male,45,24169
82,10000087,04-01-2086,Pink Cab,LOS ANGELES CA,30.24,659.48,338.688,6318,Card,Male,61,28764
83,10000088,04-01-2086,Pink Cab,LOS ANGELES CA,41.2,983.99,420.24,8420,Cash,Male,30,3193
84,10000089,08-01-2086,Pink Cab,LOS ANGELES CA,8.72,164.48,92.432,7309,Card,Male,23,15247
85,10000090,11-01-2086,Pink Cab,LOS ANGELES CA,32.96,615.43,346.08,8091,Card,Male,23,21938
86,10000091,04-01-2086,Pink Cab,LOS ANGELES CA,23.0,471.18,243.8,6940,Card,Male,40,2067
87,10000092,03-01-2086,Pink Cab,LOS ANGELES CA,37.76,851.25,438.016,8927,Card,Male,19,17197
88,10000096,04-01-2086,Pink Cab,LOS ANGELES CA,29.12,669.35,337.792,8927,Cash,Male,19,17197
89,10000093,04-01-2086,Pink Cab,LOS ANGELES CA,37.95,870.29,413.655,7002,Cash,Male,54,24555
90,10000094,10-01-2086,Pink Cab,LOS ANGELES CA,26.73,488.92,310.068,8555,Cash,Male,27,8465
91,10000095,10-01-2086,Pink Cab,LOS ANGELES CA,4.32,74.9,44.064,6214,Cash,Male,53,9447
92,10000097,07-01-2086,Pink Cab,LOS ANGELES CA,35.52,744.45,372.96,6068,Card,Male,33,8788
93,10000098,04-01-2086,Pink Cab,LOS ANGELES CA,12.48,245.87,149.76,8125,Card,Male,28,17969
94,10000099,11-01-2086,Pink Cab,LOS ANGELES CA,32.64,572.15,342.72,7723,Cash,Male,58,2948
95,10000100,11-01-2086,Pink Cab,LOS ANGELES CA,28.8,603.61,325.44,8773,Card,Male,37,25735
96,10000101,06-01-2086,Pink Cab,LOS ANGELES CA,7.84,135.93,85.456,8488,Card,Male,52,4690
97,10000102,04-01-2086,Pink Cab,LOS ANGELES CA,37.05,772.84,422.37,7277,Cash,Male,23,20528
98,10000103,07-01-2086,Pink Cab,LOS ANGELES CA,25.53,447.51,270.618,7342,Card,Male,30,31080
99,10000104,04-01-2086,Pink Cab,LOS ANGELES CA,30.0,628.64,348.0,8820,Card,Male,20,10416
100,10000105,09-01-2086,Pink Cab,LOS ANGELES CA,29.12,571.48,346.528,8069,Card,Male,22,13610
101,10000106,13-01-2086,Pink Cab,LOS ANGELES CA,29.12,554.83,343.616,7317,Card,Male,19,16209
102,10000107,09-01-2086,Pink Cab,LOS ANGELES CA,27.6,494.32,311.88,6343,Card,Male,42,17207
103,10000108,04-01-2086,Pink Cab,LOS ANGELES CA,9.36,203.31,96.408,6941,Cash,Male,54,17067
104,10000109,04-01-2086,Pink Cab,LOS ANGELES CA,5.1,120.26,52.53,7974,Cash,Male,41,21855
105,10000110,09-01-2086,Pink Cab,LOS ANGELES CA,42.84,791.75,462.672,8294,Card,Male,28,14024
106,10000111,06-01-2086,Pink Cab,LOS ANGELES CA,34.68,720.24,398.82,7355,Card,Male,31,6166
107,10000112,07-01-2086,Pink Cab,LOS ANGELES CA,29.29,613.88,316.332,7451,Cash,Male,19,4391
108,10000113,03-01-2086,Pink Cab,LOS ANGELES CA,12.32,265.25,137.984,7924,Cash,Male,26,23137
109,10000114,09-01-2086,Pink Cab,LOS ANGELES CA,4.28,78.29,50.504,6458,Cash,Male,20,14682
110,10000115,10-01-2086,Pink Cab,LOS ANGELES CA,28.75,525.87,327.75,6017,Card,Male,35,22130
111,10000116,05-01-2086,Pink Cab,LOS ANGELES CA,2.4,42.07,25.44,7615,Cash,Male,24,17363
112,10000117,04-01-2086,Pink Cab,LOS ANGELES CA,42.84,1022.59,436.968,6236,Card,Male,61,12821
113,10000118,09-01-2086,Pink Cab,LOS ANGELES CA,9.04,180.85,107.576,7432,Cash,Male,36,31294
114,10000119,03-01-2086,Pink Cab,LOS ANGELES CA,22.31,463.5,243.179,7199,Card,Male,31,20802
115,10000120,11-01-2086,Pink Cab,LOS ANGELES CA,32.01,591.6,323.301,7388,Card,Male,37,10894
116,10000121,09-01-2086,Pink Cab,LOS ANGELES CA,10.2,211.83,110.16,8745,Cash,Male,26,13927
117,10000122,08-01-2086,Pink Cab,LOS ANGELES CA,22.8,438.76,269.04,6437,Cash,Male,32,19793
118,10000123,09-01-2086,Pink Cab,LOS ANGELES CA,28.42,590.23,312.62,7928,Card,Male,36,14286
119,10000124,03-01-2086,Pink Cab,LOS ANGELES CA,37.1,803.58,408.1,6465,Card,Male,46,3249
120,10000125,04-01-2086,Pink Cab,LOS ANGELES CA,36.3,859.7,388.41,6249,Cash,Male,31,12237
121,10000126,13-01-2086,Pink Cab,LOS ANGELES CA,24.15,446.33,280.14,7836,Cash,Male,64,8890
122,10000127,03-01-2086,Pink Cab,LOS ANGELES CA,38.0,850.87,425.6,7539,Card,Male,40,24169
123,10000128,07-01-2086,Pink Cab,LOS ANGELES CA,14.17,253.79,150.202,7940,Card,Male,57,13452
124,10000129,10-01-2086,Pink Cab,LOS ANGELES CA,13.92,270.53,167.04,8600,Card,Male,28,7168
125,10000130,12-01-2086,Pink Cab,LOS ANGELES CA,33.28,678.48,369.408,8846,Card,Male,33,10251
126,10000131,03-01-2086,Pink Cab,LOS ANGELES CA,12.0,251.46,122.4,8751,Cash,Male,34,17745
127,10000132,12-01-2086,Pink Cab,LOS ANGELES CA,8.73,163.01,92.538,8586,Cash,Male,37,3513
128,10000133,05-01-2086,Pink Cab,LOS ANGELES CA,27.84,482.7,297.888,7927,Cash,Male,62,14300
129,10000134,11-01-2086,Pink Cab,MIAMI FL,17.85,275.57,180.285,11224,Card,Male,18,2913
130,10000135,03-01-2086,Pink Cab,MIAMI FL,6.42,105.42,64.842,9584,Card,Male,31,22812
131,10000136,09-01-2086,Pink Cab,MIAMI FL,37.76,535.83,426.688,11646,Cash,Male,32,17133
132,10000137,09-01-2086,Pink Cab,NASHVILLE TN,36.36,550.39,418.14,55370,Cash,Male,27,12845
133,10000138,11-01-2086,Pink Cab,NASHVILLE TN,20.4,282.08,206.04,54452,Card,Male,25,23628
134,10000139,09-01-2086,Pink Cab,NEW YORK NY,17.85,242.9,198.135,2416,Cash,Male,28,21399
135,10000140,10-01-2086,Pink Cab,NEW YORK NY,25.3,407.21,255.53,2060,Card,Male,18,8149
136,10000141,07-01-2086,Pink Cab,NEW YORK NY,16.32,236.41,186.048,1451,Card,Male,35,23989
137,10000142,05-01-2086,Pink Cab,NEW YORK NY,12.43,194.61,144.188,1609,Card,Male,30,23036
138,10000143,10-01-2086,Pink Cab,NEW YORK NY,29.7,434.57,350.46,2927,Cash,Male,33,14520
139,10000144,13-01-2086,Pink Cab,NEW YORK NY,19.0,305.81,214.7,2626,Card,Male,18,30401
140,10000145,03-01-2086,Pink Cab,NEW YORK NY,2.1,37.18,21.42,502,Cash,Male,28,15285
141,10000146,04-01-2086,Pink Cab,NEW YORK NY,16.52,290.52,168.504,2571,Card,Male,33,4620
142,10001532,16-01-2086,Pink Cab,NEW YORK NY,22.66,285.81,267.388,2571,Cash,Male,33,4620
143,10000147,09-01-2086,Pink Cab,NEW YORK NY,27.3,439.4,294.84,769,Cash,Male,63,29758
144,10001530,11-01-2086,Pink Cab,NEW YORK NY,25.2,392.18,297.36,769,Cash,Male,63,29758
145,10000148,07-01-2086,Pink Cab,NEW YORK NY,24.7,325.27,276.64,373,Cash,Male,27,5070
146,10000149,03-01-2086,Pink Cab,NEW YORK NY,32.64,498.6,349.248,533,Card,Male,52,15974
147,10000150,04-01-2086,Pink Cab,NEW YORK NY,28.84,465.87,299.936,1217,Cash,Male,51,3122
148,10000151,08-01-2086,Pink Cab,NEW YORK NY,14.56,198.13,165.984,2039,Cash,Male,32,19358
149,10000152,04-01-2086,Pink Cab,NEW YORK NY,34.2,648.53,352.26,590,Cash,Male,62,18608
150,10000153,05-01-2086,Pink Cab,NEW YORK NY,36.63,546.69,369.963,2828,Card,Male,28,15198
151,10000154,08-01-2086,Pink Cab,NEW YORK NY,31.05,458.87,344.655,98,Cash,Male,35,12557
152,10000155,07-01-2086,Pink Cab,NEW YORK NY,22.61,363.91,248.71,591,Cash,Male,39,19842
153,10000156,08-01-2086,Pink Cab,NEW YORK NY,20.06,296.45,230.69,2146,Card,Male,31,16697
154,10000157,04-01-2086,Pink Cab,ORANGE COUNTY,3.57,70.5,36.414,16700,Cash,Male,32,3161
155,10000158,04-01-2086,Pink Cab,ORANGE COUNTY,7.42,148.13,80.136,15732,Card,Male,38,15171
156,10000159,07-01-2086,Pink Cab,ORANGE COUNTY,17.34,254.89,202.878,15400,Card,Male,48,2363
157,10000160,11-01-2086,Pink Cab,ORANGE COUNTY,5.7,87.43,67.26,16786,Card,Male,55,20325
158,10000161,08-01-2086,Pink Cab,ORANGE COUNTY,26.19,439.37,301.185,17470,Cash,Male,30,22310
159,10000162,11-01-2086,Pink Cab,ORANGE COUNTY,3.51,54.4,35.802,15487,Cash,Male,64,4615
160,10000163,03-01-2086,Pink Cab,PHOENIX AZ,4.44,71.57,48.84,22557,Cash,Male,38,8808
161,10000164,03-01-2086,Pink Cab,PHOENIX AZ,8.55,114.15,89.775,22469,Card,Male,37,4378
162,10000165,10-01-2086,Pink Cab,PITTSBURGH PA,28.35,520.1,334.53,50246,Cash,Male,28,3616
163,10000166,06-01-2086,Pink Cab,PITTSBURGH PA,12.65,198.92,150.535,48443,Cash,Male,64,3605
164,10000167,04-01-2086,Pink Cab,SACRAMENTO CA,38.48,873.5,434.824,47364,Card,Male,35,11059
165,10000168,11-01-2086,Pink Cab,SACRAMENTO CA,12.43,210.5,129.272,46934,Cash,Male,46,18329
166,10000169,04-01-2086,Pink Cab,SACRAMENTO CA,33.25,762.74,349.125,45834,Card,Male,23,19821
167,10000170,04-01-2086,Pink Cab,SAN DIEGO CA,10.8,230.34,115.56,20330,Cash,Male,53,28591
168,10000171,03-01-2086,Pink Cab,SAN DIEGO CA,14.28,269.15,147.084,20687,Cash,Male,39,8926
169,10000172,11-01-2086,Pink Cab,SAN DIEGO CA,30.16,507.56,334.776,20206,Card,Male,18,24295
170,10000173,13-01-2086,Pink Cab,SAN DIEGO CA,10.78,199.93,111.034,19851,Card,Male,25,9085
171,10000174,11-01-2086,Pink Cab,SAN DIEGO CA,25.07,443.42,260.728,18893,Card,Male,39,7144
172,10000175,04-01-2086,Pink Cab,SAN DIEGO CA,19.2,376.66,203.52,18179,Card,Male,40,9175
173,10000176,07-01-2086,Pink Cab,SAN DIEGO CA,6.54,103.32,73.902,18556,Card,Male,24,29066
174,10000177,04-01-2086,Pink Cab,SAN DIEGO CA,28.34,593.63,337.246,20552,Card,Male,19,19174
175,10000178,04-01-2086,Pink Cab,SAN DIEGO CA,28.62,508.18,334.854,19699,Card,Male,38,15794
176,10000179,09-01-2086,Pink Cab,SAN DIEGO CA,30.52,508.37,350.98,19462,Card,Male,60,18407
177,10000180,06-01-2086,Pink Cab,SAN DIEGO CA,43.29,676.48,471.861,19038,Cash,Male,39,11046
178,10000181,04-01-2086,Pink Cab,SAN DIEGO CA,31.9,705.01,344.52,18849,Cash,Male,20,6780
179,10000182,03-01-2086,Pink Cab,SAN DIEGO CA,2.36,47.89,23.6,18418,Cash,Male,39,13112
180,10000183,10-01-2086,Pink Cab,SAN DIEGO CA,27.0,445.1,280.8,20760,Card,Male,36,24307
181,10000184,07-01-2086,Pink Cab,SAN DIEGO CA,17.76,320.23,186.48,20474,Card,Male,21,11296
182,10000185,10-01-2086,Pink Cab,SAN DIEGO CA,38.4,666.01,395.52,18656,Card,Male,33,15077
183,10000186,04-01-2086,Pink Cab,SAN DIEGO CA,27.44,535.67,290.864,18865,Card,Male,35,32151
184,10000187,03-01-2086,Pink Cab,SAN DIEGO CA,23.8,485.21,252.28,18817,Cash,Male,40,5038
185,10000188,11-01-2086,Pink Cab,SAN DIEGO CA,22.23,393.19,222.3,19185,Card,Male,19,30500
186,10000189,03-01-2086,Pink Cab,SAN DIEGO CA,41.76,793.63,476.064,18488,Cash,Male,37,22441
187,10000190,06-01-2086,Pink Cab,SAN DIEGO CA,29.97,478.63,305.694,19961,Card,Male,29,24779
188,10000191,08-01-2086,Pink Cab,SAN DIEGO CA,35.0,589.01,402.5,18498,Card,Male,19,17313
189,10000192,11-01-2086,Pink Cab,SAN DIEGO CA,7.0,109.39,74.2,20869,Card,Male,58,8692
190,10000193,10-01-2086,Pink Cab,SAN DIEGO CA,2.1,35.34,25.2,18241,Card,Male,39,28198
191,10000194,04-01-2086,Pink Cab,SAN DIEGO CA,39.22,760.11,447.108,18314,Card,Male,35,14404
192,10000195,03-01-2086,Pink Cab,SAN DIEGO CA,32.3,654.5,368.22,20752,Cash,Male,63,18683
193,10000196,07-01-2086,Pink Cab,SAN DIEGO CA,40.68,705.55,427.14,20745,Cash,Male,32,3420
194,10000197,04-01-2086,Pink Cab,SAN DIEGO CA,22.05,462.1,231.525,20848,Card,Male,30,17251
195,10000198,10-01-2086,Pink Cab,SAN DIEGO CA,22.0,340.01,239.8,18363,Cash,Male,32,8031
196,10000199,04-01-2086,Pink Cab,SAN DIEGO CA,38.61,717.98,440.154,18088,Cash,Male,31,11701
197,10000200,09-01-2086,Pink Cab,SAN DIEGO CA,6.42,113.55,67.41,18798,Cash,Male,35,5678
198,10000201,03-01-2086,Pink Cab,SAN DIEGO CA,31.68,623.77,370.656,18490,Card,Male,24,10573
199,10000202,11-01-2086,Pink Cab,SAN DIEGO CA,15.9,264.85,174.9,18838,Card,Male,41,3297
200,10000343,09-01-2086,Pink Cab,SEATTLE WA,32.67,325.83,329.967,36512,Cash,Male,27,8266
201,10000344,04-01-2086,Pink Cab,SEATTLE WA,31.36,361.61,323.008,36850,Cash,Male,64,21151
202,10000345,03-01-2086,Pink Cab,SEATTLE WA,20.4,259.48,234.6,37896,Card,Male,39,7143
203,10000346,08-01-2086,Pink Cab,SEATTLE WA,38.76,367.05,453.492,37800,Cash,Male,61,2687
204,10000347,04-01-2086,Pink Cab,SEATTLE WA,46.0,585.57,469.2,37113,Cash,Male,51,15251
205,10000348,11-01-2086,Pink Cab,SEATTLE WA,14.95,149.1,156.975,38915,Card,Male,52,14358
206,10000349,03-01-2086,Pink Cab,SEATTLE WA,7.21,90.93,72.1,36691,Cash,Male,28,6491
207,10000350,11-01-2086,Pink Cab,SEATTLE WA,2.16,22.2,25.272,38274,Card,Male,24,14519
208,10000351,03-01-2086,Pink Cab,SEATTLE WA,2.08,24.79,21.008,38641,Card,Male,24,13801
209,10000352,04-01-2086,Pink Cab,SEATTLE WA,15.15,189.65,174.225,37641,Card,Male,21,5105
210,10000353,08-01-2086,Pink Cab,SEATTLE WA,19.8,189.5,213.84,38247,Card,Male,25,12196
211,10000354,08-01-2086,Pink Cab,SEATTLE WA,23.04,208.9,264.96,38256,Cash,Male,22,25930
212,10000355,07-01-2086,Pink Cab,SEATTLE WA,21.42,237.37,222.768,37005,Card,Male,40,23282
213,10000356,03-01-2086,Pink Cab,SEATTLE WA,14.95,171.47,171.925,38635,Card,Male,31,24682
214,10000357,03-01-2086,Pink Cab,SEATTLE WA,20.52,259.13,244.188,38494,Card,Male,33,33892
215,10000358,08-01-2086,Pink Cab,SILICON VALLEY,5.0,75.37,55.5,14850,Cash,Male,39,14563
216,10000359,09-01-2086,Pink Cab,SILICON VALLEY,23.28,380.81,256.08,13157,Card,Male,38,7082
217,10000360,04-01-2086,Pink Cab,SILICON VALLEY,22.68,381.47,256.284,13717,Cash,Male,34,22568
218,10000361,04-01-2086,Pink Cab,SILICON VALLEY,21.0,424.34,237.3,13231,Card,Male,61,22435
219,10000362,07-01-2086,Pink Cab,SILICON VALLEY,32.76,546.39,357.084,13258,Card,Male,36,13202
220,10000363,11-01-2086,Pink Cab,SILICON VALLEY,25.25,429.24,262.6,13499,Card,Male,38,23529
221,10000364,04-01-2086,Pink Cab,SILICON VALLEY,30.94,565.66,358.904,13166,Card,Male,19,21371
222,10000365,03-01-2086,Pink Cab,SILICON VALLEY,9.0,167.18,90.0,14340,Cash,Male,42,5484
223,10000366,08-01-2086,Pink Cab,SILICON VALLEY,22.8,340.05,243.96,12335,Cash,Male,24,4742
224,10000367,08-01-2086,Pink Cab,SILICON VALLEY,20.23,334.17,240.737,12072,Card,Male,35,18743
225,10000368,04-01-2086,Pink Cab,SILICON VALLEY,3.92,70.91,44.688,13090,Cash,Male,40,17601
226,10000369,04-01-2086,Pink Cab,SILICON VALLEY,39.78,685.93,477.36,14260,Card,Male,54,29579
227,10000370,03-01-2086,Pink Cab,TUCSON AZ,5.4,94.49,58.32,39975,Card,Male,40,7931
228,10000371,11-01-2086,Pink Cab,TUCSON AZ,5.8,99.57,58.58,39941,Card,Male,34,19034
229,10000372,04-01-2086,Pink Cab,WASHINGTON DC,41.44,531.69,426.832,51779,Card,Male,28,7138
230,10000373,11-01-2086,Pink Cab,WASHINGTON DC,3.6,38.1,43.2,52586,Card,Male,35,10935
231,10000374,04-01-2086,Pink Cab,WASHINGTON DC,8.96,108.88,102.144,53334,Card,Male,26,20875
232,10000375,03-01-2086,Pink Cab,WASHINGTON DC,3.03,33.57,30.3,51011,Cash,Male,53,24173
233,10000376,04-01-2086,Pink Cab,WASHINGTON DC,29.68,396.71,323.512,52067,Cash,Male,58,26619
234,10000377,04-01-2086,Pink Cab,WASHINGTON DC,30.68,381.51,349.752,51693,Card,Male,40,11533
235,10000378,06-01-2086,Pink Cab,WASHINGTON DC,29.75,295.6,348.075,51246,Card,Male,61,2035
236,10000379,03-01-2086,Pink Cab,WASHINGTON DC,20.58,241.78,226.38,52733,Card,Male,36,24748
237,10000380,08-01-2086,Pink Cab,WASHINGTON DC,17.85,200.49,194.565,53094,Card,Male,24,5686
238,10000381,09-01-2086,Pink Cab,WASHINGTON DC,17.92,212.89,204.288,52284,Card,Male,23,12062
239,10000382,09-01-2086,Pink Cab,WASHINGTON DC,43.29,444.16,463.203,52185,Card,Male,44,4154
240,10000383,03-01-2086,Pink Cab,WASHINGTON DC,37.74,506.47,377.4,51082,Card,Male,40,3357
241,10000384,03-01-2086,Yellow Cab,ATLANTA GA,33.93,1341.17,464.1624,27602,Card,Male,23,8542
242,10000385,10-01-2086,Yellow Cab,ATLANTA GA,42.18,1412.06,516.2832,27594,Cash,Male,28,3901
243,10000386,04-01-2086,Yellow Cab,ATLANTA GA,10.6,364.62,132.288,27884,Cash,Male,32,13505
244,10000387,07-01-2086,Yellow Cab,ATLANTA GA,26.75,838.0,333.84,28533,Cash,Male,39,28386
