,Customer ID,Customer_gender,Customer_age,Income (USD/Month),Transaction ID,Payment_Mode,Company,City,KM Travelled,Price Charged,Cost of Trip,City_population,Users in City,month,Year,Day,Week of Travel,Date,Cost/km
32,29066,Male,65,2317,10001390,Card,Pink Cab,ATLANTA GA,9.8,136.88,109.76," 814,885 "," 24,701 ",January,2016,Sunday,1,10,12.583673469387753
33,29729,Male,59,21189,10001391,Card,Pink Cab,ATLANTA GA,15.82,195.36,164.528," 814,885 "," 24,701 ",January,2016,Wednesday,2,13,11.374462705436157
34,29324,Male,20,5021,10001392,Card,Pink Cab,ATLANTA GA,35.28,544.11,352.8," 814,885 "," 24,701 ",January,2016,Saturday,1,9,12.711309523809524
35,29780,Male,20,2273,10001393,Card,Pink Cab,ATLANTA GA,19.0,225.34,190.0," 814,885 "," 24,701 ",January,2016,Sunday,2,17,10.930000000000001
36,29654,Male,34,22378,10001394,Cash,Pink Cab,ATLANTA GA,21.63,238.02,222.789," 814,885 "," 24,701 ",January,2016,Monday,2,11,10.652080443828016
37,29150,Male,18,13969,10001395,Card,Pink Cab,ATLANTA GA,8.12,96.3,82.012," 814,885 "," 24,701 ",January,2016,Monday,3,18,10.979802955665026
38,28548,Male,23,11480,10001751,Cash,Yellow Cab,ATLANTA GA,21.56,387.82,292.3536," 814,885 "," 24,701 ",January,2016,Tuesday,3,19,15.773970315398888
39,27051,Male,38,17992,10001752,Cash,Yellow Cab,ATLANTA GA,9.28,190.52,112.4736," 814,885 "," 24,701 ",January,2016,Monday,2,11,16.325086206896554
40,29459,Male,32,22342,10001753,Cash,Yellow Cab,ATLANTA GA,6.6,126.46,82.368," 814,885 "," 24,701 ",January,2016,Tuesday,2,12,15.820303030303029
41,28658,Male,38,8845,10001754,Card,Yellow Cab,ATLANTA GA,37.62,735.55,483.0408," 814,885 "," 24,701 ",January,2016,Sunday,2,17,16.196049973418393
42,28076,Male,28,34551,10001755,Card,Yellow Cab,ATLANTA GA,25.65,491.48,341.658," 814,885 "," 24,701 ",January,2016,Thursday,2,14,16.240506822612087
43,28956,Male,58,6094,10001756,Card,Yellow Cab,ATLANTA GA,24.57,475.59,347.9112," 814,885 "," 24,701 ",January,2016,Thursday,2,14,16.758266178266176
44,28846,Male,47,3727,10001757,Card,Yellow Cab,ATLANTA GA,21.06,440.59,260.3016," 814,885 "," 24,701 ",January,2016,Thursday,2,14,16.640351377018042
45,28416,Male,20,13038,10001758,Cash,Yellow Cab,ATLANTA GA,21.21,431.29,292.698," 814,885 "," 24,701 ",January,2016,Friday,2,15,17.06713814238567
46,27006,Male,40,10418,10001759,Card,Yellow Cab,ATLANTA GA,2.04,45.63,24.48," 814,885 "," 24,701 ",January,2016,Sunday,1,10,17.183823529411764
47,29547,Male,42,20099,10001760,Card,Yellow Cab,ATLANTA GA,9.45,201.4,130.41," 814,885 "," 24,701 ",January,2016,Saturday,2,16,17.556084656084657
48,27753,Male,28,14998,10001761,Card,Yellow Cab,ATLANTA GA,2.26,42.86,29.2896," 814,885 "," 24,701 ",January,2016,Saturday,2,16,15.962300884955752
49,27937,Male,47,15362,10001762,Card,Yellow Cab,ATLANTA GA,20.58,509.02,279.0648," 814,885 "," 24,701 ",January,2016,Saturday,1,9,19.146861030126338
50,27310,Male,18,3021,10001763,Cash,Yellow Cab,ATLANTA GA,21.24,386.22,272.7216," 814,885 "," 24,701 ",January,2016,Saturday,2,16,15.511807909604524
51,29010,Male,23,6873,10001764,Card,Yellow Cab,ATLANTA GA,17.12,348.12,217.7664," 814,885 "," 24,701 ",January,2016,Sunday,2,17,16.527056074766353
52,28751,Male,25,15892,10001765,Card,Yellow Cab,ATLANTA GA,19.4,379.31,270.048," 814,885 "," 24,701 ",January,2016,Wednesday,2,13,16.736030927835053
53,28469,Male,28,25654,10001766,Card,Yellow Cab,ATLANTA GA,22.88,477.42,274.56," 814,885 "," 24,701 ",January,2016,Saturday,1,9,16.433129370629374
54,27679,Male,26,24398,10001767,Cash,Yellow Cab,ATLANTA GA,4.6,111.76,61.272," 814,885 "," 24,701 ",January,2016,Saturday,1,9,18.807826086956524
55,29822,Male,37,21854,10001768,Cash,Yellow Cab,ATLANTA GA,14.3,320.59,199.056," 814,885 "," 24,701 ",January,2016,Sunday,1,10,18.169440559440556
56,33788,Male,23,23788,10000017,Card,Pink Cab,AUSTIN TX,44.0,576.15,475.2," 698,371 "," 14,978 ",January,2016,Sunday,53,3,11.94715909090909
57,34106,Male,19,19980,10000018,Card,Pink Cab,AUSTIN TX,35.65,466.1,377.89," 698,371 "," 14,978 ",January,2016,Thursday,1,7,11.837166900420758
58,33771,Male,31,23347,10000408,Card,Yellow Cab,AUSTIN TX,33.32,1050.1,411.8352," 698,371 "," 14,978 ",January,2016,Sunday,53,3,21.937803121248496
59,35061,Male,60,23386,10000409,Card,Yellow Cab,AUSTIN TX,26.73,846.41,349.6284," 698,371 "," 14,978 ",January,2016,Wednesday,1,6,22.372585110362888
60,33730,Male,18,18347,10000410,Card,Yellow Cab,AUSTIN TX,15.82,464.51,220.2144," 698,371 "," 14,978 ",January,2016,Monday,1,4,21.64109987357775
61,33676,Male,27,11312,10000411,Card,Yellow Cab,AUSTIN TX,22.68,731.88,318.4272," 698,371 "," 14,978 ",January,2016,Sunday,53,3,23.154920634920636
62,34040,Male,60,28973,10000412,Card,Yellow Cab,AUSTIN TX,33.33,978.64,451.9548," 698,371 "," 14,978 ",January,2016,Sunday,1,10,21.46106810681068
63,33783,Male,53,8660,10001396,Card,Pink Cab,AUSTIN TX,3.88,73.21,40.352," 698,371 "," 14,978 ",January,2016,Thursday,2,14,14.634278350515462
64,35258,Male,33,19129,10001397,Card,Pink Cab,AUSTIN TX,31.92,573.32,363.888," 698,371 "," 14,978 ",January,2016,Monday,3,18,14.680576441102758
65,33693,Male,43,2401,10001769,Cash,Yellow Cab,AUSTIN TX,11.77,215.58,162.426," 698,371 "," 14,978 ",January,2016,Sunday,2,17,16.058028887000848
66,34554,Male,60,8823,10001770,Card,Yellow Cab,AUSTIN TX,23.75,390.28,302.1," 698,371 "," 14,978 ",January,2016,Thursday,2,14,14.576421052631579
67,34923,Male,53,13537,10001771,Cash,Yellow Cab,AUSTIN TX,26.5,532.63,343.44," 698,371 "," 14,978 ",January,2016,Sunday,1,10,16.529622641509434
68,35177,Male,25,30260,10001772,Card,Yellow Cab,AUSTIN TX,44.03,821.51,591.7632," 698,371 "," 14,978 ",January,2016,Saturday,2,16,16.048980240744946
69,34307,Male,38,3438,10001773,Cash,Yellow Cab,AUSTIN TX,35.34,627.55,453.7656," 698,371 "," 14,978 ",January,2016,Sunday,1,10,15.298749292586301
70,59799,Male,33,19271,10000019,Cash,Pink Cab,BOSTON MA,14.4,191.61,146.88," 248,968 "," 80,021 ",January,2016,Tuesday,2,12,11.753125
71,57982,Male,57,5068,10000020,Cash,Pink Cab,BOSTON MA,10.89,156.98,113.256," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,12.40752984389348
72,58774,Male,20,23602,10000021,Cash,Pink Cab,BOSTON MA,39.6,570.83,475.2," 248,968 "," 80,021 ",January,2016,Monday,2,11,13.207449494949493
73,58627,Male,28,27338,10000022,Card,Pink Cab,BOSTON MA,21.8,317.27,220.18," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,12.326834862385322
74,59007,Male,63,6683,10000023,Card,Pink Cab,BOSTON MA,12.0,158.01,134.4," 248,968 "," 80,021 ",January,2016,Monday,2,11,12.183749999999998
75,58215,Male,25,6862,10000024,Cash,Pink Cab,BOSTON MA,32.67,470.94,392.04," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,13.20752984389348
76,59372,Male,53,4912,10000025,Cash,Pink Cab,BOSTON MA,25.52,360.79,298.584," 248,968 "," 80,021 ",January,2016,Friday,1,8,12.91876959247649
77,57950,Male,58,16997,10000026,Cash,Pink Cab,BOSTON MA,15.54,234.78,169.386," 248,968 "," 80,021 ",January,2016,Sunday,1,10,13.004054054054055
78,59533,Male,29,17520,10000027,Card,Pink Cab,BOSTON MA,6.65,101.39,76.475," 248,968 "," 80,021 ",January,2016,Thursday,1,7,13.373308270676691
79,58346,Male,27,21650,10000028,Cash,Pink Cab,BOSTON MA,34.22,498.02,407.218," 248,968 "," 80,021 ",January,2016,Friday,1,8,13.226738749269435
80,58925,Male,38,26550,10000029,Card,Pink Cab,BOSTON MA,21.34,324.21,226.204," 248,968 "," 80,021 ",January,2016,Saturday,53,2,12.896298031865042
81,58551,Male,25,21734,10000030,Card,Pink Cab,BOSTON MA,41.3,646.06,454.3," 248,968 "," 80,021 ",January,2016,Saturday,53,2,13.321549636803875
82,59804,Male,31,4550,10000031,Card,Pink Cab,BOSTON MA,1.96,27.71,20.776," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,12.36887755102041
83,57200,Male,23,3268,10000032,Card,Pink Cab,BOSTON MA,13.44,193.74,145.152," 248,968 "," 80,021 ",January,2016,Thursday,1,7,12.607589285714287
84,57200,Male,23,3268,10001809,Cash,Yellow Cab,BOSTON MA,27.54,438.01,337.0896," 248,968 "," 80,021 ",January,2016,Sunday,2,17,14.072251270878722
85,57931,Male,40,5666,10000033,Cash,Pink Cab,BOSTON MA,23.4,295.15,259.74," 248,968 "," 80,021 ",January,2016,Tuesday,2,12,11.856623931623933
86,57195,Male,36,24487,10000413,Card,Yellow Cab,BOSTON MA,19.04,330.16,267.3216," 248,968 "," 80,021 ",January,2016,Tuesday,2,12,15.690168067226894
87,59288,Male,56,11798,10000414,Cash,Yellow Cab,BOSTON MA,31.2,620.74,438.048," 248,968 "," 80,021 ",January,2016,Sunday,1,10,16.96775641025641
88,59288,Male,56,11798,10000445,Card,Yellow Cab,BOSTON MA,21.56,409.27,294.9408," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.331419294990727
89,57824,Male,54,16714,10000415,Card,Yellow Cab,BOSTON MA,32.64,667.26,442.5984," 248,968 "," 80,021 ",January,2016,Saturday,53,2,17.00150735294118
90,59580,Male,19,8104,10000416,Card,Yellow Cab,BOSTON MA,13.08,231.58,188.352," 248,968 "," 80,021 ",January,2016,Sunday,1,10,16.05244648318043
91,57825,Male,33,12736,10000417,Card,Yellow Cab,BOSTON MA,29.7,558.37,416.988," 248,968 "," 80,021 ",January,2016,Monday,2,11,16.42016835016835
92,59807,Male,39,7465,10000418,Card,Yellow Cab,BOSTON MA,38.08,802.32,507.2256," 248,968 "," 80,021 ",January,2016,Saturday,53,2,17.194663865546218
93,57102,Male,32,17384,10000419,Card,Yellow Cab,BOSTON MA,36.36,703.49,436.32," 248,968 "," 80,021 ",January,2016,Friday,1,8,15.673954895489548
94,59062,Male,23,18679,10000420,Cash,Yellow Cab,BOSTON MA,14.0,281.09,171.36," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.15892857142857
95,57874,Male,29,23489,10000421,Cash,Yellow Cab,BOSTON MA,38.22,697.62,499.9176," 248,968 "," 80,021 ",January,2016,Friday,1,8,15.666373626373629
96,59419,Male,18,12819,10000422,Card,Yellow Cab,BOSTON MA,31.31,605.78,420.8064," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.39390610028745
97,57990,Male,57,8992,10000423,Card,Yellow Cab,BOSTON MA,28.42,487.62,385.3752," 248,968 "," 80,021 ",January,2016,Friday,1,8,15.358817733990149
98,59588,Male,20,5136,10000424,Card,Yellow Cab,BOSTON MA,17.44,373.78,246.9504," 248,968 "," 80,021 ",January,2016,Sunday,53,3,17.79616972477064
99,58056,Male,59,15680,10000425,Card,Yellow Cab,BOSTON MA,19.04,400.91,253.6128," 248,968 "," 80,021 ",January,2016,Sunday,53,3,17.1880987394958
100,59272,Male,38,34968,10000426,Card,Yellow Cab,BOSTON MA,6.24,119.59,89.1072," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.72253205128205
101,57854,Male,65,5477,10000427,Card,Yellow Cab,BOSTON MA,2.16,39.03,26.9568," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,15.274722222222222
102,58656,Male,51,20735,10000428,Card,Yellow Cab,BOSTON MA,41.76,769.86,591.3216," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.2976724137931
103,57474,Male,34,16558,10000429,Card,Yellow Cab,BOSTON MA,15.15,342.62,205.434," 248,968 "," 80,021 ",January,2016,Saturday,53,2,18.087590759075905
104,58500,Male,22,11869,10000430,Card,Yellow Cab,BOSTON MA,39.59,794.89,551.0928," 248,968 "," 80,021 ",January,2016,Monday,2,11,16.999025006314724
105,58838,Male,27,14257,10000431,Card,Yellow Cab,BOSTON MA,10.44,249.25,150.336," 248,968 "," 80,021 ",January,2016,Sunday,53,3,19.13726053639847
106,59310,Male,38,15387,10000432,Cash,Yellow Cab,BOSTON MA,22.54,390.85,302.9376," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,15.390141969831411
107,58665,Male,22,6332,10000433,Cash,Yellow Cab,BOSTON MA,6.3,130.08,83.916," 248,968 "," 80,021 ",January,2016,Sunday,53,3,16.983809523809526
108,59961,Male,61,12377,10000434,Card,Yellow Cab,BOSTON MA,45.24,971.09,564.5952," 248,968 "," 80,021 ",January,2016,Saturday,53,2,16.972648099027406
109,58742,Male,24,4884,10000435,Cash,Yellow Cab,BOSTON MA,25.48,588.33,345.5088," 248,968 "," 80,021 ",January,2016,Sunday,53,3,18.32493720565149
110,59793,Male,28,4666,10000436,Cash,Yellow Cab,BOSTON MA,18.0,328.55,241.92," 248,968 "," 80,021 ",January,2016,Friday,1,8,15.846388888888889
111,59825,Male,47,7434,10000437,Cash,Yellow Cab,BOSTON MA,43.29,908.69,524.6748," 248,968 "," 80,021 ",January,2016,Sunday,53,3,16.555379995379997
112,57691,Male,20,17247,10000438,Cash,Yellow Cab,BOSTON MA,16.1,267.42,195.132," 248,968 "," 80,021 ",January,2016,Monday,2,11,14.364968944099378
113,57758,Male,52,12831,10000439,Cash,Yellow Cab,BOSTON MA,20.71,389.36,295.7388," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,16.54028971511347
114,58476,Male,59,19346,10000440,Cash,Yellow Cab,BOSTON MA,46.41,770.87,584.766," 248,968 "," 80,021 ",January,2016,Thursday,1,7,14.604998922645983
115,57180,Male,21,16256,10000441,Card,Yellow Cab,BOSTON MA,13.26,289.18,159.12," 248,968 "," 80,021 ",January,2016,Saturday,53,2,16.90422322775264
116,57153,Male,25,18975,10000442,Card,Yellow Cab,BOSTON MA,17.12,306.24,219.8208," 248,968 "," 80,021 ",January,2016,Monday,1,4,15.363925233644858
117,59838,Male,32,30467,10000443,Card,Yellow Cab,BOSTON MA,2.88,58.93,39.3984," 248,968 "," 80,021 ",January,2016,Sunday,53,3,17.07090277777778
118,59301,Male,58,29692,10000444,Cash,Yellow Cab,BOSTON MA,29.45,659.68,413.478," 248,968 "," 80,021 ",January,2016,Saturday,53,2,18.22
119,57911,Male,34,24656,10000446,Card,Yellow Cab,BOSTON MA,20.16,412.5,273.3696," 248,968 "," 80,021 ",January,2016,Sunday,53,3,17.01065476190476
120,58805,Male,33,3550,10000447,Card,Yellow Cab,BOSTON MA,30.24,518.85,402.7968," 248,968 "," 80,021 ",January,2016,Thursday,1,7,15.238869047619048
121,58773,Male,30,30859,10000448,Cash,Yellow Cab,BOSTON MA,38.0,721.35,515.28," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.271447368421054
122,59006,Male,19,16321,10000449,Card,Yellow Cab,BOSTON MA,29.25,587.28,393.12," 248,968 "," 80,021 ",January,2016,Sunday,1,10,16.75897435897436
123,59255,Male,31,16847,10000450,Cash,Yellow Cab,BOSTON MA,40.8,796.84,499.392," 248,968 "," 80,021 ",January,2016,Saturday,1,9,15.885196078431374
124,57060,Male,63,22741,10000451,Card,Yellow Cab,BOSTON MA,13.52,256.65,168.7296," 248,968 "," 80,021 ",January,2016,Saturday,1,9,15.731494082840236
125,57947,Male,21,12866,10000452,Card,Yellow Cab,BOSTON MA,20.4,383.53,266.832," 248,968 "," 80,021 ",January,2016,Saturday,1,9,15.940245098039217
126,58434,Male,29,29874,10000453,Cash,Yellow Cab,BOSTON MA,22.0,433.69,271.92," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,16.036590909090908
127,58945,Male,31,5853,10000454,Cash,Yellow Cab,BOSTON MA,7.91,171.81,106.3104," 248,968 "," 80,021 ",January,2016,Saturday,53,2,17.58030341340076
128,57622,Male,28,25756,10000455,Cash,Yellow Cab,BOSTON MA,9.9,196.97,130.68," 248,968 "," 80,021 ",January,2016,Sunday,1,10,16.547979797979796
129,57234,Male,35,33282,10000456,Card,Yellow Cab,BOSTON MA,24.72,433.16,299.6064," 248,968 "," 80,021 ",January,2016,Wednesday,1,6,14.821326860841424
130,57234,Male,35,33282,10001817,Card,Yellow Cab,BOSTON MA,3.18,61.31,42.3576," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.299937106918236
131,58480,Male,25,22925,10000457,Card,Yellow Cab,BOSTON MA,40.8,670.24,528.768," 248,968 "," 80,021 ",January,2016,Saturday,1,9,14.69372549019608
132,58898,Male,46,11881,10000458,Card,Yellow Cab,BOSTON MA,40.25,690.59,560.28," 248,968 "," 80,021 ",January,2016,Tuesday,2,12,15.538757763975154
133,59824,Male,18,7809,10000459,Cash,Yellow Cab,BOSTON MA,23.1,523.68,291.06," 248,968 "," 80,021 ",January,2016,Sunday,53,3,17.635064935064936
134,58951,Male,24,2698,10000460,Card,Yellow Cab,BOSTON MA,37.29,633.0,451.9548," 248,968 "," 80,021 ",January,2016,Thursday,1,7,14.547530168946098
135,57222,Male,38,17669,10000461,Cash,Yellow Cab,BOSTON MA,34.68,691.24,491.0688," 248,968 "," 80,021 ",January,2016,Saturday,53,2,17.045974625144176
136,59896,Male,36,19514,10000462,Cash,Yellow Cab,BOSTON MA,23.0,461.8,303.6," 248,968 "," 80,021 ",January,2016,Monday,2,11,16.63913043478261
137,58888,Male,34,14889,10000463,Card,Yellow Cab,BOSTON MA,3.03,55.86,41.0868," 248,968 "," 80,021 ",January,2016,Friday,1,8,15.997821782178217
138,57661,Male,30,13403,10000464,Card,Yellow Cab,BOSTON MA,9.5,189.01,126.54," 248,968 "," 80,021 ",January,2016,Monday,2,11,16.607894736842105
139,59144,Male,46,13079,10000465,Card,Yellow Cab,BOSTON MA,26.18,573.43,355.0008," 248,968 "," 80,021 ",January,2016,Sunday,53,3,17.731680672268908
140,59367,Male,19,21656,10000466,Card,Yellow Cab,BOSTON MA,11.5,203.61,144.9," 248,968 "," 80,021 ",January,2016,Thursday,1,7,15.152608695652173
141,57812,Male,24,24415,10000467,Card,Yellow Cab,BOSTON MA,19.98,397.51,258.9408," 248,968 "," 80,021 ",January,2016,Saturday,1,9,16.4276976976977
142,57589,Male,55,16673,10001398,Card,Pink Cab,BOSTON MA,4.76,43.07,55.216," 248,968 "," 80,021 ",January,2016,Wednesday,2,13,10.324159663865547
143,58507,Male,24,10415,10001399,Cash,Pink Cab,BOSTON MA,20.34,185.85,205.434," 248,968 "," 80,021 ",January,2016,Thursday,2,14,9.61858407079646
144,58881,Male,33,9297,10001400,Cash,Pink Cab,BOSTON MA,5.3,43.25,57.24," 248,968 "," 80,021 ",January,2016,Tuesday,2,12,9.480188679245284
145,57170,Male,24,13856,10001401,Card,Pink Cab,BOSTON MA,31.32,294.51,360.18," 248,968 "," 80,021 ",January,2016,Sunday,2,17,10.451628352490422
146,57702,Male,26,16053,10001402,Cash,Pink Cab,BOSTON MA,21.34,200.66,241.142," 248,968 "," 80,021 ",January,2016,Saturday,2,16,10.351499531396438
147,59102,Male,34,11245,10001403,Card,Pink Cab,BOSTON MA,11.0,111.24,112.2," 248,968 "," 80,021 ",January,2016,Sunday,1,10,10.156363636363636
148,57093,Male,47,15923,10001404,Card,Pink Cab,BOSTON MA,44.84,428.28,520.144," 248,968 "," 80,021 ",January,2016,Sunday,1,10,10.57564674397859
149,58686,Male,36,14046,10001405,Cash,Pink Cab,BOSTON MA,17.85,164.68,201.705," 248,968 "," 80,021 ",January,2016,Friday,2,15,10.262885154061623
150,57179,Male,46,18327,10001406,Cash,Pink Cab,BOSTON MA,38.88,310.41,435.456," 248,968 "," 80,021 ",January,2016,Wednesday,2,13,9.591898148148147
151,57023,Male,19,27986,10001407,Card,Pink Cab,BOSTON MA,19.95,194.67,209.475," 248,968 "," 80,021 ",January,2016,Saturday,1,9,10.128947368421052
152,59204,Male,60,23157,10001408,Card,Pink Cab,BOSTON MA,8.0,77.79,89.6," 248,968 "," 80,021 ",January,2016,Saturday,1,9,10.461875
153,59738,Male,23,5368,10001409,Cash,Pink Cab,BOSTON MA,16.95,188.07,183.06," 248,968 "," 80,021 ",January,2016,Saturday,1,9,10.94778761061947
154,57152,Male,30,4444,10001410,Card,Pink Cab,BOSTON MA,4.52,42.1,51.076," 248,968 "," 80,021 ",January,2016,Monday,3,18,10.3070796460177
155,57407,Male,32,16995,10001411,Cash,Pink Cab,BOSTON MA,37.62,420.49,376.2," 248,968 "," 80,021 ",January,2016,Sunday,1,10,10.588649654439129
156,58578,Male,21,3144,10001774,Card,Yellow Cab,BOSTON MA,3.45,64.75,46.368," 248,968 "," 80,021 ",January,2016,Sunday,1,10,16.10405797101449
157,59900,Male,41,6563,10001775,Card,Yellow Cab,BOSTON MA,15.96,239.6,212.5872," 248,968 "," 80,021 ",January,2016,Wednesday,2,13,14.166265664160399
158,59781,Male,46,13855,10001776,Cash,Yellow Cab,BOSTON MA,37.0,549.97,532.8," 248,968 "," 80,021 ",January,2016,Friday,2,15,14.632027027027027
159,57321,Male,33,2243,10001777,Cash,Yellow Cab,BOSTON MA,16.1,258.46,195.132," 248,968 "," 80,021 ",January,2016,Sunday,2,17,14.08670807453416
160,58987,Male,56,23240,10001778,Cash,Yellow Cab,BOSTON MA,6.24,115.12,87.6096," 248,968 "," 80,021 ",January,2016,Sunday,1,10,16.244358974358974
161,57284,Male,34,6607,10001779,Cash,Yellow Cab,BOSTON MA,46.02,797.59,568.8072," 248,968 "," 80,021 ",January,2016,Sunday,1,10,14.845688830943066
